instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
314,0.0,0.034677,0.034168,0.010636,0.017343,0.01714,0.016942,0.016888
315,0.0,0.0339,0.032481,0.00992,0.016482,0.016346,0.01637,0.016117
316,0.0,0.035323,0.033882,0.01114,0.017026,0.017002,0.017262,0.016659
317,0.0,0.035601,0.035601,0.01079,0.01732,0.017296,0.017272,0.017266
318,0.0,0.034099,0.034176,0.010388,0.017377,0.017216,0.016767,0.016847
319,0.0,0.03481,0.033869,0.010516,0.017147,0.01705,0.017022,0.016675
320,0.0,0.034044,0.034889,0.017623,0.017101,0.016885,0.017049,0.01711
321,0.0,0.035156,0.034304,0.010565,0.017066,0.017057,0.017075,0.016627
322,0.0,0.034929,0.033641,0.010412,0.017206,0.017003,0.017188,0.016854
323,0.0,0.034989,0.034866,0.010544,0.017273,0.017203,0.016957,0.017241
324,0.0,0.035872,0.034665,0.010642,0.017503,0.017382,0.017147,0.017072
325,0.0,0.035331,0.034095,0.017885,0.017037,0.016941,0.017118,0.016707
326,0.0,0.034132,0.034203,0.010355,0.017374,0.01688,0.016856,0.023208
327,0.0,0.035516,0.034415,0.017841,0.017506,0.017218,0.017196,0.017213
328,0.0,0.034774,0.034418,0.017841,0.017107,0.017059,0.017105,0.016672
329,0.0,0.035594,0.033943,0.010479,0.01719,0.017034,0.017052,0.017101
330,0.0,0.034463,0.033831,0.017761,0.017098,0.016866,0.016919,0.016915
331,0.0,0.03569,0.035559,0.018007,0.017387,0.017421,0.017131,0.017119
332,0.0,0.035678,0.034487,0.017899,0.017246,0.01704,0.017231,0.017057
