instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
301,1.322,1.103426,0.888937,1.020115,0.534596,0.565124,0.547865,1.73527
302,1.153,0.774323,0.890469,0.548829,0.538862,0.783988,0.545739,1.74773
303,1.209,1.221429,0.888946,0.395802,0.542757,1.21287,0.550761,1.40909
304,1.198,0.831123,0.892163,0.397648,0.542185,0.555384,0.559767,1.56499
305,1.194,0.813586,0.880441,0.3626769999999999,0.54304,1.08332,0.553335,4.58135
306,1.135,0.771485,0.89765,0.148665,0.547777,0.5602,0.551139,1.39695
307,1.811,1.348385,0.882259,0.893853,1.3255,0.892593,0.538035,1.5929
308,1.888,1.817215,0.891766,1.614592,0.529639,2.64046,0.544444,4.61024
309,1.204,0.831683,0.886299,0.35266,0.537877,1.07441,0.554595,1.34632
310,1.127,1.780205,0.886991,1.145528,0.548217,1.15299,0.558233,4.40904
311,1.372,1.173221,0.891476,0.160539,0.78908,0.737684,0.554257,1.2276
312,1.693,4.662835,0.882206,8.363098,0.541398,3.6474,0.546527,3.57714
313,1.447,0.806856,0.88864,0.5524070000000001,0.552014,1.11651,0.560736,1.0731
314,1.277,0.969231,0.893682,0.324146,0.545622,0.796901,0.554812,1.78746
315,1.977,1.960914,0.885907,4.030486,0.530871,1.446,0.540073,3.30967
316,1.142,0.797035,0.920288,0.2229999999999999,0.542327,0.658415,0.550737,1.48072
317,1.169,0.824703,0.89184,0.2851059999999999,0.555922,0.613691,0.555369,1.05015
318,1.333,0.976165,0.881333,0.2200289999999999,0.556113,1.00661,0.542598,3.15986
319,1.459,0.927478,0.885367,0.3582289999999999,0.585738,0.696131,0.546138,2.80806
320,1.333,0.916586,0.889478,0.673407,0.623445,0.691489,0.549539,1.36365
321,1.153,0.826625,0.888978,0.212284,0.550472,0.534299,0.560681,1.03899
322,1.129,0.748717,0.889418,0.338875,0.709812,0.629473,0.569896,2.09166
323,2.431,2.138262,0.890393,0.343461,0.557581,3.01618,0.56997,26.5144
324,1.342,0.955988,0.895346,0.170072,0.541599,0.846547,0.564902,1.74003
325,1.344,0.78306,0.880113,0.205849,0.54904,0.778652,0.557711,1.43889
326,1.38,1.167762,0.888075,0.968258,0.553317,0.663754,0.566239,1.70151
327,1.203,0.887347,0.895922,0.269613,0.544089,0.698665,0.554509,1.72863
328,1.18,0.859485,0.88872,0.310288,0.543501,0.651355,0.552657,1.48811
329,1.285,0.755742,0.908895,0.299382,0.556901,0.596644,0.563044,1.80996
